time,derivative
2015-10-19 21:30:00,163.6902520671344
2015-10-19 21:31:00,1470.917124698513
2015-10-19 21:32:00,27.464186542453618
2015-10-19 21:33:00,214.56762250529536
2015-10-19 21:34:00,130.56659803436673
2015-10-19 21:35:00,172.22148069069354
2015-10-19 21:36:00,0
2015-10-19 21:37:00,0
2015-10-19 21:38:00,0
2015-10-19 21:39:00,0
2015-10-19 21:40:00,50.76783177520574
2015-10-19 21:41:00,174.21641968470442
2015-10-19 21:42:00,242.1907949179296
2015-10-19 21:43:00,131.61943755853866
2015-10-19 21:44:00,184.35878041470173
2015-10-19 21:45:00,198.67653690947327
2015-10-19 21:46:00,168.98895083129023
2015-10-19 21:47:00,174.8382134712001
2015-10-19 21:48:00,166.05316831183916
2015-10-19 21:49:00,105.979640027274
2015-10-19 21:50:00,172.15252163157356
2015-10-19 21:51:00,195.03519331209185
2015-10-19 21:52:00,228.70481759508323
2015-10-19 21:53:00,279.2192352949608
2015-10-19 21:54:00,179.062096281705
2015-10-19 21:55:00,246.78178349114017
2015-10-19 21:56:00,161.6692128180137
2015-10-19 21:57:00,264.9744912511
2015-10-19 21:58:00,167.73644561596603
2015-10-19 21:59:00,208.3519739988352
2015-10-19 22:00:00,336.0832579689086
2015-10-19 22:01:00,139.34825535054233
2015-10-19 22:02:00,233.4615330593515
2015-10-19 22:03:00,198.99901356402955
2015-10-19 22:04:00,300.73016823928367
2015-10-19 22:05:00,242.5768799262281
2015-10-19 22:06:00,266.0095177461367
2015-10-19 22:07:00,257.45961890188124
2015-10-19 22:08:00,238.86277062943697
2015-10-19 22:09:00,273.9639020246408
2015-10-19 22:10:00,244.75296173333967
2015-10-19 22:11:00,257.81428168597296
2015-10-19 22:12:00,265.5175157250255
2015-10-19 22:13:00,346.5334290990969
2015-10-19 22:14:00,154.3571246410232
2015-10-19 22:15:00,239.01304816171483
2015-10-19 22:16:00,271.8382158895335
2015-10-19 22:17:00,335.02036342627633
2015-10-19 22:18:00,229.79604934486628
2015-10-19 22:19:00,190.18865200037575
2015-10-19 22:20:00,269.64533291612327
2015-10-19 22:21:00,237.79145863032403
2015-10-19 22:22:00,261.2476885051969
2015-10-19 22:23:00,233.54292847836737
2015-10-19 22:24:00,261.4375150875028
2015-10-19 22:25:00,230.81345495509723
2015-10-19 22:26:00,286.327556138142
2015-10-19 22:27:00,286.1150503046057
2015-10-19 22:28:00,234.0609366627795
2015-10-19 22:29:00,221.4426967953253
2015-10-19 22:30:00,226.50506561721957
2015-10-19 22:31:00,224.36400014198412
2015-10-19 22:32:00,227.0510354440253
2015-10-19 22:33:00,258.8050583420373
2015-10-19 22:34:00,365.9806556314354
2015-10-19 22:35:00,306.1821637677189
2015-10-19 22:36:00,215.68202325905884
2015-10-19 22:37:00,286.87033601551417
2015-10-19 22:38:00,377.37972610812653
2015-10-19 22:39:00,171.2860929537223
2015-10-19 22:40:00,298.3043115691847
2015-10-19 22:41:00,228.15061487257225
2015-10-19 22:42:00,295.6951795848597
2015-10-19 22:43:00,294.47189011326986
2015-10-19 22:44:00,226.10320728072924
2015-10-19 22:45:00,224.6053009146946
2015-10-19 22:46:00,239.7712278528153
2015-10-19 22:47:00,225.22226889935266
2015-10-19 22:48:00,217.48856393161338
2015-10-19 22:49:00,285.36808482455194
2015-10-19 22:50:00,321.0425776477652
2015-10-19 22:51:00,264.3377710950975
2015-10-19 22:52:00,262.9944774726564
2015-10-19 22:53:00,246.10168543272866
2015-10-19 22:54:00,221.49997340256226
2015-10-19 22:55:00,296.93098278753246
2015-10-19 22:56:00,339.5284183442184
2015-10-19 22:57:00,262.10743723179115
2015-10-19 22:58:00,229.22320312071813
2015-10-19 22:59:00,294.9717163985561
2015-10-19 23:00:00,230.99044543559447
2015-10-19 23:01:00,261.6977592673412
2015-10-19 23:02:00,238.65988958729324
2015-10-19 23:03:00,284.12990821840305
2015-10-19 23:04:00,187.49213955839184
2015-10-19 23:05:00,226.3416802953654
2015-10-19 23:06:00,297.55150464721333
2015-10-19 23:07:00,177.93959745543955
2015-10-19 23:08:00,229.21962887856475
2015-10-19 23:09:00,126.01399787694497
2015-10-19 23:10:00,144.745485588712
2015-10-19 23:11:00,244.23733611750438
2015-10-19 23:12:00,289.98270078630196
2015-10-19 23:13:00,289.7014857175532
2015-10-19 23:14:00,290.71225633664267
2015-10-19 23:15:00,286.7453298087157
2015-10-19 23:16:00,225.5397458649498
2015-10-19 23:17:00,292.21324324744126
2015-10-19 23:18:00,234.81345744653066
2015-10-19 23:19:00,226.37829027352234
2015-10-19 23:20:00,292.4216392487755
2015-10-19 23:21:00,357.5625333386201
2015-10-19 23:22:00,263.36061469869617
2015-10-19 23:23:00,299.25658759240713
2015-10-19 23:24:00,332.1382441437412
2015-10-19 23:25:00,285.8229822110932
2015-10-19 23:26:00,227.91149210042772
2015-10-19 23:27:00,243.27374062563405
2015-10-19 23:28:00,173.81836523273182
2015-10-19 23:29:00,313.1885317198069
2015-10-19 23:30:00,222.48560367073776
2015-10-19 23:31:00,287.01863840637
2015-10-19 23:32:00,229.87521982272074
2015-10-19 23:33:00,237.82624390393596
2015-10-19 23:34:00,160.7978771673167
2015-10-19 23:35:00,326.37062544898157
2015-10-19 23:36:00,0
2015-10-19 23:37:00,0
2015-10-19 23:38:00,0
2015-10-19 23:39:00,0
2015-10-19 23:40:00,112.19621732975885
2015-10-19 23:41:00,347.45898141163764
2015-10-19 23:42:00,296.30215276758344
2015-10-19 23:43:00,291.5250611665077
2015-10-19 23:44:00,294.5136159644891
2015-10-19 23:45:00,233.25233128239427
2015-10-19 23:46:00,289.5115898719301
2015-10-19 23:47:00,295.603943888343
2015-10-19 23:48:00,245.80437259564775
2015-10-19 23:49:00,288.1934595756828
2015-10-19 23:50:00,263.6456208438131
2015-10-19 23:51:00,231.22092601606937
2015-10-19 23:52:00,201.2072116084055
2015-10-19 23:53:00,286.2421897834611
2015-10-19 23:54:00,313.84881649214185
2015-10-19 23:55:00,307.3100468552898
2015-10-19 23:56:00,269.7192335656675
2015-10-19 23:57:00,206.60293071798296
2015-10-19 23:58:00,224.8908152263769
2015-10-19 23:59:00,222.92107720171762
2015-10-20 00:00:00,171.281730828943
2015-10-20 00:01:00,224.75156989556865
2015-10-20 00:02:00,286.19400741240105
2015-10-20 00:03:00,228.89283456921927
2015-10-20 00:04:00,220.9224858212639
2015-10-20 00:05:00,326.1621122628705
2015-10-20 00:06:00,266.308461702692
2015-10-20 00:07:00,260.6682680561681
2015-10-20 00:08:00,217.32379241489875
2015-10-20 00:09:00,283.6563554526616
2015-10-20 00:10:00,285.0063433895881
2015-10-20 00:11:00,267.7964294886186
2015-10-20 00:12:00,224.49524204704818
2015-10-20 00:13:00,287.36501496349837
2015-10-20 00:14:00,280.63200784606045
2015-10-20 00:15:00,288.0635696153
2015-10-20 00:16:00,272.0402948902549
2015-10-20 00:17:00,313.4196134139959
2015-10-20 00:18:00,300.64897460547496
2015-10-20 00:19:00,332.2135295393601
2015-10-20 00:20:00,226.0007664566901
2015-10-20 00:21:00,287.0600386426975
2015-10-20 00:22:00,340.2011542256602
2015-10-20 00:23:00,273.36512161870917
2015-10-20 00:24:00,309.3390137065607
2015-10-20 00:25:00,226.7624008315752
2015-10-20 00:26:00,236.37738750264995
2015-10-20 00:27:00,331.12905113719955
2015-10-20 00:28:00,278.7115822384666
2015-10-20 00:29:00,264.72374902834486
2015-10-20 00:30:00,233.3798753908936
2015-10-20 00:31:00,241.3985859008088
2015-10-20 00:32:00,259.4065191264713
2015-10-20 00:33:00,240.08275746356364
2015-10-20 00:34:00,226.12718803480868
2015-10-20 00:35:00,220.5460546092621
2015-10-20 00:36:00,306.9873959798172
2015-10-20 00:37:00,298.25265207073943
2015-10-20 00:38:00,347.7729403550235
2015-10-20 00:39:00,275.5230429569382
2015-10-20 00:40:00,265.832673733867
2015-10-20 00:41:00,307.4403109328709
2015-10-20 00:42:00,334.4668355429384
2015-10-20 00:43:00,309.66159444779095
2015-10-20 00:44:00,308.5688518578364
2015-10-20 00:45:00,287.85436231335024
2015-10-20 00:46:00,292.02475509269635
2015-10-20 00:47:00,277.0910885483448
2015-10-20 00:48:00,278.6800076011556
2015-10-20 00:49:00,266.0991123898674
2015-10-20 00:50:00,252.0946590017136
2015-10-20 00:51:00,245.74357097620424
2015-10-20 00:52:00,269.19792381706833
2015-10-20 00:53:00,229.2124298453234
2015-10-20 00:54:00,310.63383019767434
2015-10-20 00:55:00,226.9760099640127
2015-10-20 00:56:00,208.49884924901923
2015-10-20 00:57:00,292.99961821801503
2015-10-20 00:58:00,259.9841069380716
2015-10-20 00:59:00,335.9562695208579
2015-10-20 01:00:00,238.15171939029437
2015-10-20 01:01:00,237.20494450593156
2015-10-20 01:02:00,254.82668131992696
2015-10-20 01:03:00,319.3098771936958
2015-10-20 01:04:00,275.3370261919392
2015-10-20 01:05:00,242.3351612411264
2015-10-20 01:06:00,250.15366207323788
2015-10-20 01:07:00,314.4209799753287
2015-10-20 01:08:00,198.60382303655592
2015-10-20 01:09:00,0
2015-10-20 01:10:00,49.91158984490566
2015-10-20 01:11:00,310.74983860919633
2015-10-20 01:12:00,296.20140662577523
2015-10-20 01:13:00,353.78698995832616
2015-10-20 01:14:00,296.2072301858902
2015-10-20 01:15:00,289.7749448889976
2015-10-20 01:16:00,284.746117268325
2015-10-20 01:17:00,226.17521755312853
2015-10-20 01:18:00,266.54308710978415
2015-10-20 01:19:00,281.5391627400949
2015-10-20 01:20:00,242.14667298780267
2015-10-20 01:21:00,292.5408246554667
2015-10-20 01:22:00,274.73651031752246
2015-10-20 01:23:00,262.36021422931964
2015-10-20 01:24:00,261.28687787881285
2015-10-20 01:25:00,312.76050607417676
2015-10-20 01:26:00,247.4901277301633
2015-10-20 01:27:00,194.9692801326243
2015-10-20 01:28:00,215.0960822491345
2015-10-20 01:29:00,245.93587930678552
2015-10-20 01:30:00,287.0106676066791
2015-10-20 01:31:00,281.7790361378056
2015-10-20 01:32:00,242.36377559826144
2015-10-20 01:33:00,241.58665388061897
2015-10-20 01:34:00,218.5989808426219
2015-10-20 01:35:00,279.9879096849746
2015-10-20 01:36:00,99.53713844861709
2015-10-20 01:37:00,0
2015-10-20 01:38:00,0
2015-10-20 01:39:00,0
2015-10-20 01:40:00,113.35837861831679
2015-10-20 01:41:00,236.1741657748926
2015-10-20 01:42:00,382.5593465667891
2015-10-20 01:43:00,222.48593018762995
2015-10-20 01:44:00,357.1427058453936
2015-10-20 01:45:00,274.36939972084156
2015-10-20 01:46:00,338.79171380545756
2015-10-20 01:47:00,243.30107474393935
2015-10-20 01:48:00,217.2465894214563
2015-10-20 01:49:00,213.2158793818387
2015-10-20 01:50:00,220.83324258109815
2015-10-20 01:51:00,254.5893117572586
2015-10-20 01:52:00,231.26477262782774
2015-10-20 01:53:00,274.77764763442013
2015-10-20 01:54:00,245.60226118712166
2015-10-20 01:55:00,290.12819444239824
2015-10-20 01:56:00,303.8544639220512
2015-10-20 01:57:00,379.23329930242534
2015-10-20 01:58:00,238.2026675790903
2015-10-20 01:59:00,256.74801492193507
2015-10-20 02:00:00,161.38747370414546
2015-10-20 02:01:00,312.9339095734601
2015-10-20 02:02:00,244.76229856337906
2015-10-20 02:03:00,237.5832000341965
2015-10-20 02:04:00,294.10132634036296
2015-10-20 02:05:00,255.7932298738861
2015-10-20 02:06:00,247.20394007661662
2015-10-20 02:07:00,328.58614458190596
2015-10-20 02:08:00,235.34469913755183
2015-10-20 02:09:00,261.9144994975382
2015-10-20 02:10:00,284.46124582422436
2015-10-20 02:11:00,305.28618568316796
2015-10-20 02:12:00,261.5957535098239
2015-10-20 02:13:00,296.02017757246807
2015-10-20 02:14:00,266.6438900084836
2015-10-20 02:15:00,298.82869963665416
2015-10-20 02:16:00,324.63319923305306
2015-10-20 02:17:00,250.79761694779341
2015-10-20 02:18:00,296.77224952276686
2015-10-20 02:19:00,239.8997883953228
2015-10-20 02:20:00,283.2464451178321
2015-10-20 02:21:00,251.83398276017525
2015-10-20 02:22:00,274.9569607794602
2015-10-20 02:23:00,241.85895294615898
2015-10-20 02:24:00,271.5529558473872
2015-10-20 02:25:00,259.2837551046742
2015-10-20 02:26:00,284.74096400274135
2015-10-20 02:27:00,310.8200950608977
2015-10-20 02:28:00,232.87142739936908
2015-10-20 02:29:00,290.2505160846038
2015-10-20 02:30:00,296.6801786866026
2015-10-20 02:31:00,274.9130012754206
2015-10-20 02:32:00,255.385707508033
2015-10-20 02:33:00,255.9824901191486
2015-10-20 02:34:00,279.7038156743935
2015-10-20 02:35:00,261.66129174468125
2015-10-20 02:36:00,268.20270257628397
2015-10-20 02:37:00,277.73779291128284
2015-10-20 02:38:00,295.0254045361523
2015-10-20 02:39:00,267.4661643069235
2015-10-20 02:40:00,307.1158624090225
2015-10-20 02:41:00,266.2369087321985
2015-10-20 02:42:00,273.9909876103262
2015-10-20 02:43:00,333.57189197406836
2015-10-20 02:44:00,194.77379795392145
2015-10-20 02:45:00,358.3540438634878
2015-10-20 02:46:00,294.42041846757616
2015-10-20 02:47:00,232.16267613666275
2015-10-20 02:48:00,346.4486000195796
2015-10-20 02:49:00,298.6925174535077
2015-10-20 02:50:00,345.1980685076692
2015-10-20 02:51:00,269.0321852329374
2015-10-20 02:52:00,279.5875085721744
2015-10-20 02:53:00,319.43757642201416
