time,mean
2015-10-19 21:30:00,52
2015-10-19 21:31:00,50
2015-10-19 21:32:00,51.166666666666664
2015-10-19 21:33:00,52.66666666666667
2015-10-19 21:34:00,53
2015-10-19 21:35:00,53.833333333333336
2015-10-19 21:36:00,54.33333333333333
2015-10-19 21:37:00,55
2015-10-19 21:38:00,55
2015-10-19 21:39:00,55
2015-10-19 21:40:00,54.83333333333333
2015-10-19 21:41:00,61.166666666666664
2015-10-19 21:42:00,71.66666666666667
2015-10-19 21:43:00,81.66666666666667
2015-10-19 21:44:00,89.8
2015-10-19 21:45:00,99.5
2015-10-19 21:46:00,102.83333333333334
2015-10-19 21:47:00,103.16666666666667
2015-10-19 21:48:00,103.83333333333333
2015-10-19 21:49:00,105.66666666666666
2015-10-19 21:50:00,107.5
2015-10-19 21:51:00,109.16666666666666
2015-10-19 21:52:00,109.66666666666667
2015-10-19 21:53:00,109
2015-10-19 21:54:00,113.66666666666667
2015-10-19 21:55:00,114.16666666666667
2015-10-19 21:56:00,116.83333333333334
2015-10-19 21:57:00,119.33333333333334
2015-10-19 21:58:00,124.83333333333333
2015-10-19 21:59:00,129.5
2015-10-19 22:00:00,135.33333333333334
2015-10-19 22:01:00,136.5
2015-10-19 22:02:00,137.5
2015-10-19 22:03:00,141.2
2015-10-19 22:04:00,144
2015-10-19 22:05:00,144.83333333333334
2015-10-19 22:06:00,145.33333333333331
2015-10-19 22:07:00,142.5
2015-10-19 22:08:00,137.83333333333334
2015-10-19 22:09:00,135.5
2015-10-19 22:10:00,132.16666666666666
2015-10-19 22:11:00,130.4
2015-10-19 22:12:00,123.66666666666667
2015-10-19 22:13:00,118.5
2015-10-19 22:14:00,115.83333333333334
2015-10-19 22:15:00,115.66666666666666
2015-10-19 22:16:00,116
2015-10-19 22:17:00,112.33333333333334
2015-10-19 22:18:00,111.66666666666667
2015-10-19 22:19:00,107.5
2015-10-19 22:20:00,103.4
2015-10-19 22:21:00,98.99999999999999
2015-10-19 22:22:00,98.33333333333333
2015-10-19 22:23:00,98.16666666666666
2015-10-19 22:24:00,97.5
2015-10-19 22:25:00,95.5
2015-10-19 22:26:00,96.66666666666667
2015-10-19 22:27:00,99
2015-10-19 22:28:00,102.33333333333333
2015-10-19 22:29:00,104.6
2015-10-19 22:30:00,103.83333333333333
2015-10-19 22:31:00,99.33333333333333
2015-10-19 22:32:00,94
2015-10-19 22:33:00,86.16666666666667
2015-10-19 22:34:00,79.83333333333333
2015-10-19 22:35:00,76.5
2015-10-19 22:36:00,77.83333333333333
2015-10-19 22:37:00,78.33333333333334
2015-10-19 22:38:00,81.16666666666667
2015-10-19 22:39:00,85.6
2015-10-19 22:40:00,89
2015-10-19 22:41:00,97.66666666666667
2015-10-19 22:42:00,105.5
2015-10-19 22:43:00,111
2015-10-19 22:44:00,115
2015-10-19 22:45:00,117.83333333333334
2015-10-19 22:46:00,118.66666666666666
2015-10-19 22:47:00,119.5
2015-10-19 22:48:00,121.4
2015-10-19 22:49:00,120.83333333333334
2015-10-19 22:50:00,121.33333333333333
2015-10-19 22:51:00,122.33333333333333
2015-10-19 22:52:00,117.83333333333334
2015-10-19 22:53:00,115
2015-10-19 22:54:00,115
2015-10-19 22:55:00,114.33333333333333
2015-10-19 22:56:00,105.16666666666667
2015-10-19 22:57:00,100.16666666666666
2015-10-19 22:58:00,98.4
2015-10-19 22:59:00,98.5
2015-10-19 23:00:00,96.66666666666667
2015-10-19 23:01:00,95.5
2015-10-19 23:02:00,92.66666666666667
2015-10-19 23:03:00,90.83333333333333
2015-10-19 23:04:00,88.5
2015-10-19 23:05:00,87.83333333333333
2015-10-19 23:06:00,77.5
2015-10-19 23:07:00,70.6
2015-10-19 23:08:00,65.83333333333333
2015-10-19 23:09:00,58.333333333333336
2015-10-19 23:10:00,57.66666666666667
2015-10-19 23:11:00,68.66666666666666
2015-10-19 23:12:00,85
2015-10-19 23:13:00,98.83333333333334
2015-10-19 23:14:00,104.83333333333333
2015-10-19 23:15:00,104.83333333333333
2015-10-19 23:16:00,105.60000000000001
2015-10-19 23:17:00,106.83333333333333
2015-10-19 23:18:00,110
2015-10-19 23:19:00,113
2015-10-19 23:20:00,115.83333333333333
2015-10-19 23:21:00,115.33333333333333
2015-10-19 23:22:00,115
2015-10-19 23:23:00,117.83333333333333
2015-10-19 23:24:00,119
2015-10-19 23:25:00,118.66666666666667
2015-10-19 23:26:00,113.80000000000001
2015-10-19 23:27:00,108.83333333333333
2015-10-19 23:28:00,100.00000000000001
2015-10-19 23:29:00,91.83333333333333
2015-10-19 23:30:00,86.5
2015-10-19 23:31:00,80.66666666666667
2015-10-19 23:32:00,75.83333333333333
2015-10-19 23:33:00,69.5
2015-10-19 23:34:00,63.33333333333333
2015-10-19 23:35:00,60
2015-10-19 23:36:00,56
2015-10-19 23:37:00,56
2015-10-19 23:38:00,56
2015-10-19 23:39:00,56
2015-10-19 23:40:00,56.166666666666664
2015-10-19 23:41:00,59.666666666666664
2015-10-19 23:42:00,69
2015-10-19 23:43:00,79.16666666666666
2015-10-19 23:44:00,89.83333333333334
2015-10-19 23:45:00,99.80000000000001
2015-10-19 23:46:00,104
2015-10-19 23:47:00,103.33333333333333
2015-10-19 23:48:00,104
2015-10-19 23:49:00,104.83333333333333
2015-10-19 23:50:00,104.66666666666667
2015-10-19 23:51:00,105
2015-10-19 23:52:00,105.16666666666667
2015-10-19 23:53:00,106.5
2015-10-19 23:54:00,107
2015-10-19 23:55:00,107.16666666666666
2015-10-19 23:56:00,106.83333333333334
2015-10-19 23:57:00,104.5
2015-10-19 23:58:00,99.49999999999999
2015-10-19 23:59:00,92.5
2015-10-20 00:00:00,86
2015-10-20 00:01:00,84.5
2015-10-20 00:02:00,79.66666666666667
2015-10-20 00:03:00,79
2015-10-20 00:04:00,79
2015-10-20 00:05:00,79
2015-10-20 00:06:00,79.16666666666666
2015-10-20 00:07:00,81.33333333333333
2015-10-20 00:08:00,84.66666666666667
2015-10-20 00:09:00,90.5
2015-10-20 00:10:00,97
2015-10-20 00:11:00,100.83333333333333
2015-10-20 00:12:00,104
2015-10-20 00:13:00,107.8
2015-10-20 00:14:00,111
2015-10-20 00:15:00,112.33333333333333
2015-10-20 00:16:00,113.5
2015-10-20 00:17:00,113
2015-10-20 00:18:00,108.16666666666666
2015-10-20 00:19:00,103
2015-10-20 00:20:00,99.66666666666667
2015-10-20 00:21:00,99.66666666666667
2015-10-20 00:22:00,98
2015-10-20 00:23:00,97
2015-10-20 00:24:00,93.66666666666667
2015-10-20 00:25:00,93.83333333333334
2015-10-20 00:26:00,94.33333333333333
2015-10-20 00:27:00,94.83333333333333
2015-10-20 00:28:00,94.49999999999999
2015-10-20 00:29:00,95
2015-10-20 00:30:00,93.99999999999999
2015-10-20 00:31:00,86.16666666666667
2015-10-20 00:32:00,78.4
2015-10-20 00:33:00,75
2015-10-20 00:34:00,69.83333333333333
2015-10-20 00:35:00,66.16666666666666
2015-10-20 00:36:00,66.33333333333333
2015-10-20 00:37:00,68
2015-10-20 00:38:00,71.33333333333334
2015-10-20 00:39:00,74.83333333333333
2015-10-20 00:40:00,80.5
2015-10-20 00:41:00,88.83333333333333
2015-10-20 00:42:00,97.60000000000001
2015-10-20 00:43:00,104
2015-10-20 00:44:00,107.83333333333333
2015-10-20 00:45:00,111.5
2015-10-20 00:46:00,112
2015-10-20 00:47:00,112
2015-10-20 00:48:00,112.33333333333333
2015-10-20 00:49:00,112
2015-10-20 00:50:00,111.83333333333334
2015-10-20 00:51:00,111
2015-10-20 00:52:00,109.5
2015-10-20 00:53:00,107.16666666666666
2015-10-20 00:54:00,107
2015-10-20 00:55:00,107.33333333333334
2015-10-20 00:56:00,105.66666666666667
2015-10-20 00:57:00,105
2015-10-20 00:58:00,105
2015-10-20 00:59:00,105.16666666666667
2015-10-20 01:00:00,105
2015-10-20 01:01:00,105
2015-10-20 01:02:00,105
2015-10-20 01:03:00,104.16666666666666
2015-10-20 01:04:00,104
2015-10-20 01:05:00,103.66666666666667
2015-10-20 01:06:00,92.16666666666667
2015-10-20 01:07:00,78.66666666666667
2015-10-20 01:08:00,70.83333333333334
2015-10-20 01:09:00,54.166666666666664
2015-10-20 01:10:00,54.8
2015-10-20 01:11:00,65
2015-10-20 01:12:00,80.83333333333333
2015-10-20 01:13:00,95.66666666666666
2015-10-20 01:14:00,102.5
2015-10-20 01:15:00,103.33333333333334
2015-10-20 01:16:00,104
2015-10-20 01:17:00,104.5
2015-10-20 01:18:00,107
2015-10-20 01:19:00,110.66666666666667
2015-10-20 01:20:00,113
2015-10-20 01:21:00,112.16666666666667
2015-10-20 01:22:00,112
2015-10-20 01:23:00,114.16666666666667
2015-10-20 01:24:00,115.83333333333333
2015-10-20 01:25:00,116
2015-10-20 01:26:00,114.66666666666666
2015-10-20 01:27:00,108.5
2015-10-20 01:28:00,101.33333333333333
2015-10-20 01:29:00,95.19999999999999
2015-10-20 01:30:00,87.33333333333334
2015-10-20 01:31:00,82.66666666666667
2015-10-20 01:32:00,77
2015-10-20 01:33:00,70.66666666666666
2015-10-20 01:34:00,65
2015-10-20 01:35:00,60.83333333333333
2015-10-20 01:36:00,53.5
2015-10-20 01:37:00,54
2015-10-20 01:38:00,54
2015-10-20 01:39:00,54
2015-10-20 01:40:00,54
2015-10-20 01:41:00,57
2015-10-20 01:42:00,66.33333333333333
2015-10-20 01:43:00,77
2015-10-20 01:44:00,87.16666666666667
2015-10-20 01:45:00,98.5
2015-10-20 01:46:00,103.16666666666666
2015-10-20 01:47:00,103
2015-10-20 01:48:00,103.6
2015-10-20 01:49:00,104
2015-10-20 01:50:00,103.66666666666666
2015-10-20 01:51:00,104
2015-10-20 01:52:00,104.66666666666667
2015-10-20 01:53:00,107.66666666666666
2015-10-20 01:54:00,107.66666666666667
2015-10-20 01:55:00,108
2015-10-20 01:56:00,108
2015-10-20 01:57:00,107.4
2015-10-20 01:58:00,104.66666666666667
2015-10-20 01:59:00,102.83333333333333
2015-10-20 02:00:00,100.66666666666666
2015-10-20 02:01:00,95.83333333333334
2015-10-20 02:02:00,90.5
2015-10-20 02:03:00,89
