time	name
0	cpu/limit_gauge
0	cpu/usage_ns_cumulative
0	disk/read_bytes_cumulative
0	disk/write_bytes_cumulative
0	filesystem/limit_bytes_gauge
0	filesystem/usage_bytes_gauge
0	log/events
0	memory/limit_bytes_gauge
0	memory/major_page_faults_cumulative
0	memory/page_faults_cumulative
0	memory/usage_bytes_gauge
0	memory/working_set_bytes_gauge
0	network/rx_bytes_cumulative
0	network/rx_errors_cumulative
0	network/tx_bytes_cumulative
0	network/tx_errors_cumulative
0	uptime_ms_cumulative
