time,derivative
2015-10-19 21:30:00,65.64
2015-10-19 21:31:00,1534.4
2015-10-19 21:32:00,682.62
2015-10-19 21:33:00,1160.58
2015-10-19 21:34:00,909.7333333333333
2015-10-19 21:35:00,1257.44
2015-10-19 21:36:00,26.5
2015-10-19 21:37:00,30.54
2015-10-19 21:38:00,28.34
2015-10-19 21:39:00,27.78181818181818
2015-10-19 21:40:00,62.16
2015-10-19 21:41:00,82.42
2015-10-19 21:42:00,608.34
2015-10-19 21:43:00,1452.22
2015-10-19 21:44:00,1791.8222222222223
2015-10-19 21:45:00,1878.24
2015-10-19 21:46:00,1446.06
2015-10-19 21:47:00,2017.36
2015-10-19 21:48:00,1536.14
2015-10-19 21:49:00,1610.709090909091
2015-10-19 21:50:00,1377.92
2015-10-19 21:51:00,1489.68
2015-10-19 21:52:00,1667.78
2015-10-19 21:53:00,1620.05
2015-10-19 21:54:00,1588.52
2015-10-19 21:55:00,1656.52
2015-10-19 21:56:00,1469.72
2015-10-19 21:57:00,1073.72
2015-10-19 21:58:00,1149.6545454545455
2015-10-19 21:59:00,1293.1
2015-10-19 22:00:00,1506.18
2015-10-19 22:01:00,1547.22
2015-10-19 22:02:00,1601.04
2015-10-19 22:03:00,1629.75
2015-10-19 22:04:00,1751.88
2015-10-19 22:05:00,1533
2015-10-19 22:06:00,1368.84
2015-10-19 22:07:00,1559.3090909090909
2015-10-19 22:08:00,1607.1
2015-10-19 22:09:00,1401.48
2015-10-19 22:10:00,1416.38
2015-10-19 22:11:00,1601.425
2015-10-19 22:12:00,1475.84
2015-10-19 22:13:00,962.16
2015-10-19 22:14:00,81.24
2015-10-19 22:15:00,100.50909090909092
2015-10-19 22:16:00,99.9
2015-10-19 22:17:00,886.86
2015-10-19 22:18:00,1548.98
2015-10-19 22:19:00,1663.14
2015-10-19 22:20:00,1258.2
2015-10-19 22:21:00,1431.06
2015-10-19 22:22:00,1398.1
2015-10-19 22:23:00,1227.16
2015-10-19 22:24:00,1250.14
2015-10-19 22:25:00,1364.48
2015-10-19 22:26:00,1400.82
2015-10-19 22:27:00,1471.34
2015-10-19 22:28:00,1513.78
2015-10-19 22:29:00,1517
2015-10-19 22:30:00,1542.72
2015-10-19 22:31:00,1386.84
2015-10-19 22:32:00,1400.06
2015-10-19 22:33:00,1060.76
2015-10-19 22:34:00,1228.7272727272727
2015-10-19 22:35:00,982
2015-10-19 22:36:00,104.94
2015-10-19 22:37:00,110.1
2015-10-19 22:38:00,107.56
2015-10-19 22:39:00,1173
2015-10-19 22:40:00,1200.46
2015-10-19 22:41:00,1375.52
2015-10-19 22:42:00,1048.3
2015-10-19 22:43:00,1398.64
2015-10-19 22:44:00,1395.62
2015-10-19 22:45:00,1347.98
2015-10-19 22:46:00,1390.04
2015-10-19 22:47:00,1257
2015-10-19 22:48:00,1023.8
2015-10-19 22:49:00,1139.82
2015-10-19 22:50:00,1585.84
2015-10-19 22:51:00,1511.36
2015-10-19 22:52:00,1320.98
2015-10-19 22:53:00,1349.909090909091
2015-10-19 22:54:00,1441.4
2015-10-19 22:55:00,1257.42
2015-10-19 22:56:00,1682.22
2015-10-19 22:57:00,1336.16
2015-10-19 22:58:00,1374.35
2015-10-19 22:59:00,1261.2
2015-10-19 23:00:00,1570.98
2015-10-19 23:01:00,1192.56
2015-10-19 23:02:00,1493.3454545454545
2015-10-19 23:03:00,1338.66
2015-10-19 23:04:00,1419.58
2015-10-19 23:05:00,1152.62
2015-10-19 23:06:00,1595.78
2015-10-19 23:07:00,1792.7555555555555
2015-10-19 23:08:00,1354.76
2015-10-19 23:09:00,387.64
2015-10-19 23:10:00,666.92
2015-10-19 23:11:00,1263.32
2015-10-19 23:12:00,1335.74
2015-10-19 23:13:00,1240.2
2015-10-19 23:14:00,1268.72
2015-10-19 23:15:00,1409.98
2015-10-19 23:16:00,1340.9333333333334
2015-10-19 23:17:00,1269.14
2015-10-19 23:18:00,1143
2015-10-19 23:19:00,1444.04
2015-10-19 23:20:00,1447.3
2015-10-19 23:21:00,1300.8
2015-10-19 23:22:00,1291.46
2015-10-19 23:23:00,1265
2015-10-19 23:24:00,1073.46
2015-10-19 23:25:00,1412.1
2015-10-19 23:26:00,1799.175
2015-10-19 23:27:00,1525.72
2015-10-19 23:28:00,1423.96
2015-10-19 23:29:00,1724.9
2015-10-19 23:30:00,1575.6
2015-10-19 23:31:00,1503.54
2015-10-19 23:32:00,1921.72
2015-10-19 23:33:00,1265.32
2015-10-19 23:34:00,1726.18
2015-10-19 23:35:00,1170.9777777777779
2015-10-19 23:36:00,31.86
2015-10-19 23:37:00,31.4
